,index,Title,Comment,Language,Comment Length
252,252,SING 2  ,"Two things I’m wondering:
1. Why is Johnny shaking? He was so confident in the first movie. Why so nervous now?
2. Where the heck is Mike the mouse? Hope the bears didn’t get him.",en,179
253,253,SING 2  ,"Universal: ""so what is going to be your opening for the trailer.""

Iluminaton: GOTH MORT.",en,89
254,254,SING 2  ,"My inner marvel is crying.
Hearing Scarlett say “it’s okay” again hurts. 
If yk yk",en,82
255,255,SING 2  ,And movie will be exactly like this but slightly longer.,en,56
256,256,SING 2  ,The fact that they put System of a Down is killing me,en,53
257,257,SING 2  ,"I feel like they got Bury a friend’s lyrics wrong, i can’t tell.",en,64
258,258,SING 2  ,I was partly expecting that lion to say that singing killed his grandma,en,71
259,259,SING 2  ,"How many today’s pop songs do you want in this movie? 
Illumination: Yes",en,72
260,260,SING 2  ,"Universal: How Many Spoilers Do You Want to show?

Illumination: YES",en,68
261,261,SING 2  ,"Let the Billie Ellish cover finish, damn your shivering soul.",en,61
262,262,SING 2  ,The Eminem part has all the Stans so hyped up for this movie,en,60
263,263,SING 2  ,"To the people saying the whole movie is given away by the trailer: at this point in the existence of movies, there’s usually not a lot of mystery as far as plots. It’s more about how we get there and the friends we made along the way. Enjoy things for what they are and not just because you didn’t know how it was going to end.",en,327
264,264,SING 2  ,I never thought Billie's fursona would be a chinchilla but it's so perfect.,en,75
265,265,SING 2  ,I feel like they showed us a whole movie,en,40
266,266,SING 2  ,Ms. Crawly listening to System of a Down was the best part I don’t think I even need to see the rest of the movie 😂😂😂,en,117
267,267,SING 2  ,"""You're an adult a trailer for an animated kids movie wont make you tear up""
The Trailer:",en,89
268,268,SING 2  ,"""There's always a choice, just never had the guts to make the right one""
-Calloway
3:12 Very true saying",en,104
269,269,SING 2  ,“I don’t see your tippie toes!” I don’t know why that made me laugh so hard. 😅,en,78
270,270,SING 2  ,This movie surprisingly looks decent.,en,37
271,271,SING 2  ,pretty good movie. kinda short,en,30
272,272,SING 2  ,"it's the ""bury a friend"" part for me 😂",en,38
273,273,SING 2  ,"Spoilers: yes literally 69 of them

Billie Eilish: yes",en,54
274,274,SING 2  ,"Looks like I don’t need to see the whole movie, because I just did",en,66
275,275,SING 2  ,"I know they showed us the whole movie in the trailer, but there's no way I'm not watching this... It looks Amazing 💯",en,116
276,276,SING 2  ,“She’ll never been able to play the part.” Heavy foreshadowing that Rosita get over her fear.,en,93
277,277,SING 2  ,"Considering how many character arcs they put into this one movie, the length of the Trailer is understandable. 

Just one thing: the Mouse didn't make it, alas.",en,160
278,278,SING 2  ,"Name your favorite part:
Mine is Johnny’s part of when he sang the the restaurant like his voice is so cool!",en,108
279,279,SING 2  ,"Everyone is upset that Mike isn’t coming back, but I’m upset that the glowing squids aren’t coming back, they were so adorable.
:(",en,130
280,280,SING 2  ,I’m only here for Tori Kelly and she ain’t breathe a word in this trailer I-,en,76
281,281,SING 2  ,"i'm the only one who misses Mike played by Seth Macfarlane? Where is he? i loved his songs from
 Frank Sinatra.",en,111
282,282,SING 2  ,"My deaf brother showed me this. 
I was like “Why.”",en,50
283,283,SING 2  ,The first movie was just animals twerking but this actually looks like it's descent,en,83
284,284,SING 2  ,"Omg,this reminded me of simon cowell when he said to a girl who sang a billie Eilish song that her performance was bad due to the song. It's exactly the same thing lol 😭",en,169
285,285,SING 2  ,That's a weird trailer for a animated series but the movie seems good,en,69
286,286,SING 2  ,Imagine Johnny singing at the restaurant with no backtrack lol.,en,63
287,287,SING 2  ,"I feel like I don’t get creeped out that easily. That mouse(?) at the beginning of this trailer, creeped me out.",en,112
288,288,SING 2  ,The aye-aye or bush baby at the start is amusingly terrifying.,en,62
289,289,SING 2  ,The beginning looks like a fever dream-,no,39
290,290,SING 2  ,1:11 the Chop Suey part has me dying,en,36
291,291,SING 2  ,"I'm actually looking forward to seeing this, even though they gave us basically the entire movie",en,96
292,292,SING 2  ,I like that ms crawly is listening to chop suey in her convertible,en,66
293,293,SING 2  ,"I want the WHOLE VERSION of the Scary ""Tarsier?"" ""Chinchilla?""",en,62
294,294,SING 2  ,"The one thing we all have to remember, illumination makes really good trailers, but their movies are at their highest only passable.",en,132
295,295,SING 2  ,I hope Johnny's father shows up briefly,en,39
296,296,SING 2  ,Other than the intro creeping me out I can’t wait for this movie absolutely loved the first one and I’m so glad they brought back all the best characters!,en,154
297,297,SING 2  ,This movie was excellent! Rather short though. But it was free so what is there to complain about.,en,98
298,298,SING 2  ,Honestly I hope meena has gotten over her stage fright now so we can kinda focus on the character development of literally any other character this movie bc the first one was great but this next one should focus on someone else bc being repetitive would suck,en,258
299,299,SING 2  ,when I heard Shawn Mendes singing I screamed YEEEEEEEESSSSSSSS,en,62
300,300,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,Holy shit that was abomination at the end,en,41
301,301,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,Okay this trailer looks way better than the first one. The action actually looks crisp and holy crap I was not expecting Abomination and Wong to be there.,en,154
302,302,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"""Be careful how you speak to me""...
This triggered my Asian parent PTSD.",en,72
303,303,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,I hope this ends in a loss so that he teams up later on with the new iron man,en,77
304,304,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"Finally, Marvel Studios has started taking Hulk characters seriously.",en,69
305,305,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,I swear marvel production studio makes every movie look 1000 better than anyone else.,en,85
306,306,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"Marvel: here's the ten rings you guys were hoping to see!

Me: Airbender.",en,73
307,307,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"This trailer is better than the first one, I'm glad that looks good and serious and less comical.",en,97
308,308,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,so amazing movie,it,16
309,309,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,Watching all 5 seasons of Kim's Convenience makes me feel like that was the life Shang Chi was living for 10 years before his father found out he was working at a car rental company.,en,182
310,310,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,Jung from Kim's Convenience is now a Marvel superhero?!!,en,56
311,311,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,I’m happy that Michelle Yeoh is in this,en,39
312,312,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,I was doing my Homework but this seemed more important.,en,55
313,313,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,this is probably going to be what mortal kombat 2021 wanted but never was.,en,74
314,314,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,Awesome looks amazing!!! Abomination is back!!! Marvel on a roll yet again!!!!,en,78
315,315,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"Stark died
""Welp this is the best time to introduce his ArchNemesis""",en,68
316,316,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,Its difficult to see him in a serious role after Kim's Convenience :D,en,69
317,317,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,Bad parenting is important to every heroes origin story,en,55
318,318,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"That is 100% Abomintion at the end, just look at his chest.",en,59
319,319,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,This is the best Avatar adaption then The last Airbender could ever be.,en,71
320,320,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"Sweet the movie looks fun, but I wonder if Marvel is hinting at a new solo hulk movie with that Abomination reveal at the end.",en,126
321,321,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,Damn Abomination and Wong at the end there.,en,43
322,322,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"Hey Wong, try stroking his hand while saying ""The sun`s getting real low, big guy""",en,82
323,323,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,This trailer looks so much cooler than the first. I'm definitely going to see this movie.,en,89
324,324,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"1:07 dude imagine if Marvel made an airbender movie, truly think they would do it justice.",en,90
325,325,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"I see they really changed Abominations design, still got his ass handed to him by the Hulk though and why is Wong fighting him ? Interesting",en,140
326,326,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"I would love to see marvel do the avatar movie, they would do the anime show and the characters in it justice.",en,110
327,327,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,Looks INFINITELY more fun and interesting than that Eternals trailer.,en,69
328,328,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,I'm WAY more excited about Tony Leung's Mandarin than Shang Chi.,en,64
329,329,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,Tony Leung and Michelle Yeoh are the superstars in this movie. Doesn't matter how much scenes they get. They outshine the rest of the cast ez.,en,142
330,330,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,so by 10 rings they just mean the stuff on his arm? not actual mandarin,en,71
331,331,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,Oh shit he’s still alive? Hmm see that’s an Easter egg that could have been left out for now,en,92
332,332,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"Saving the better trailer for last. Nice!! ""Be careful how you speak to me"" I wish my parents were that polite. Marvel watered that down lol.",en,141
333,333,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,I thought the ten rings were the Mandarin’s 10 rings on his fingers. What’s these forearm rings?,en,96
334,334,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,Yo ! Was that Abomination fighting Wong at the end ????!!!! 😱🤯,en,62
335,335,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"Please give us Hulk MCU Film. I wanna see an epic, brutal mcu version of Hulk vs Abomination",en,92
336,336,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"This looks like it will be great, but all I can think of is Kim's Convenience...LOL.",en,84
337,337,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,yeahhh spill everything. i like it. can wait for the third fourth fifth trailer :),en,82
338,338,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,I really hope they don't release any other trailers now. These two are good enough. Don't want to see any more of the movie. It looks🔥,en,134
339,339,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,Bruh! This looks so Fireeee! ❤️🙌🏾🔥🔥🔥🔥🔥,en,38
340,340,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"The ending of all Marvel trailers: You Got This

Me: Again?",en,59
341,341,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"""you got this""
Ye go inside and fight Abomination no problem ;P",en,63
342,342,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,Finally!! We find out what happened to Blonksy after The Incredible Hulk,en,72
343,343,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"Finally, Marvel has a Chinese guy playing the Mandarin and not all crappy “Fu Manchu” stuffs in the past. Way to go!",en,116
344,344,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"Yeah, I wasn’t really expecting Hollywood to do an Asian character justice.",en,75
345,345,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,Wong after taking the first hit from Abomination: Where are Strange and Bruce when you need them,en,96
346,346,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,Shang Chi and the Legend of the Ten Bracelets,en,45
347,347,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"It’s so weird hearing Tony Leoung speaking English. So great to see him again, last time I saw him was Legend of the Grand Master.",en,130
348,348,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,"Man I can’t wait for this to come out, looks amazing",en,52
349,349,SHANG-CHI AND THE LEGEND OF THE TEN RINGS  2 ,The music though bumps so damn hard with this trailer ive watched it like 50 times by now,en,89
350,350,CLIFFORD THE BIG RED DOG Official  ,"Why are people saying ""it would be better if he talked, and acted like a human"" when it's just a big red dog I think it's better if he acts more dog than humans you know? So most of everybody can give a thumbs up for not acting like a human?",en,241
351,351,CLIFFORD THE BIG RED DOG Official  ,"Considering how the dog doesn’t actually talk, I might watch this. I’m just sick of that constant trope, it’d be nice to see a change.",en,134
352,352,CLIFFORD THE BIG RED DOG Official  ,"God rest John Ridders soul, I'm glad they didn't give the role to another actor and I'm glad they didn't go into a trope where the dog talks.",en,141
353,353,CLIFFORD THE BIG RED DOG Official  ,"This feels like an 2000’s cartoon-based live action movie like Garfield, Alvin and the Chipmunks, or Underdog TBH.",en,114
354,354,CLIFFORD THE BIG RED DOG Official  ,I actually can’t make a joke about this he looks adorable,en,57
355,355,CLIFFORD THE BIG RED DOG Official  ,"Sorry, I'm a dog person. Clifford in a live action movie is too cute! This NEEDS to happen!!!😍",en,94
356,356,CLIFFORD THE BIG RED DOG Official  ,I’m pretty sure his collar is made of a chain of belts,en,54
357,357,CLIFFORD THE BIG RED DOG Official  ,Maybe this movie won’t be so bad after all,en,42
358,358,CLIFFORD THE BIG RED DOG Official  ,Clifford is the biggest and best dog that I've loved since I was a kid and I can't wait to see him in this movie and he is so cute!🐶😍♥️⭐👍,en,137
359,359,CLIFFORD THE BIG RED DOG Official  ,"Cliffard sits on weight and breaks it. Doc says, ""I'm just going to put heavy""  LMAO",en,84
360,360,CLIFFORD THE BIG RED DOG Official  ,OH NO JODAS Y YO QUE PENSÉ QUE YA NADA ME SORPRENDERÍA (childhood moments) 😁,en,76
361,361,CLIFFORD THE BIG RED DOG Official  ,This doesn’t look to bad ngl!,en,29
362,362,CLIFFORD THE BIG RED DOG Official  ,My favorite childhood i can’t wait for this movie to come out in theaters,en,73
363,363,CLIFFORD THE BIG RED DOG Official  ,"I remember when I was a toddler and my parents would read these to me before bed, now I'm going into my senior year of high school and a lot of things have changed my life. But one that clearly has not is Clifford.",en,214
364,364,CLIFFORD THE BIG RED DOG Official  ,"Live action Clifford is pretty cute, then again he's a big puppy, but at the same time he's kinda creepy, he looks like his fur is stained with the blood of his previous victims.",en,178
365,365,CLIFFORD THE BIG RED DOG Official  ,"I’m gonna be honest this doesn’t feel right. I haven’t seen the show in a while and I don’t think I ever read any of the books, but I feel like I remember enough to say that Clifford wasn’t just some cute animal like what’s being presented here. He had a very human personality and enjoyed spending time with and helping his dog friends. Also, Clifford had a voice, nothing that his owner could hear but he had a voice.",en,419
366,366,CLIFFORD THE BIG RED DOG Official  ,I can't believe they're adding BTS songs and every movie there was one movie where they added mic drop in a movie on Netflix and I just can't believe this this is blowing my mind BTS forever,en,190
367,367,CLIFFORD THE BIG RED DOG Official  ,Clifford is one of those kids shows I used to love and even had a plushie of but one day I COMPLETELY forgot about it ever existing,en,131
368,368,CLIFFORD THE BIG RED DOG Official  ,My fav childhood show surprised hes not talking... atleast let him talk in his mind 😁😁,en,86
369,369,CLIFFORD THE BIG RED DOG Official  ,"Clifford the Big Red Dog! I used to watch a TV show of it when I was a kid. I even watched Clifford's Really Big Movie years ago and I still have a pillow of Clifford. So many memories of the show. Also, when I saw the trailer, my childhood memories started kicking.",en,266
370,370,CLIFFORD THE BIG RED DOG Official  ,"Clifford: “WOOF!”
Emily Elizabeth: “Clifford, No, NO FETCH!”
Owen: “Oh, No.”",en,76
371,371,CLIFFORD THE BIG RED DOG Official  ,I used to hate these books because I thought it meant I didn’t love my dog that much.,en,85
372,372,CLIFFORD THE BIG RED DOG Official  ,Why is no one talks about Dynamite SONG!!?! And I'm so happy they put BTS song. Yeah Let's go Army!!!!😭💜,en,104
373,373,CLIFFORD THE BIG RED DOG Official  ,There should be a villain in this one because you know what I love villains villains have always got to take apart the hero,en,123
374,374,CLIFFORD THE BIG RED DOG Official  ,Can we just apreciate that they dynamite for the trailer,en,56
375,375,CLIFFORD THE BIG RED DOG Official  ,We all gotta say that big red dog is very cute 🥰,en,48
376,376,CLIFFORD THE BIG RED DOG Official  ,Okay in all complete honesty it doesn’t look that bad. Yeah Clifford looks odd but it’s because they’re going for a realistic style.,en,132
377,377,CLIFFORD THE BIG RED DOG Official  ,"“Monster is a relative term, to a canary a cat is a monster, we’re just used to being the cat”

-Henry wu",en,105
378,378,CLIFFORD THE BIG RED DOG Official  ,Didn't expect a live action :0,en,30
379,379,CLIFFORD THE BIG RED DOG Official  ,"This looks actually good.

Now let's see how the live action the loud house Christmas tv movie will be like next year",en,117
380,380,CLIFFORD THE BIG RED DOG Official  ,"If Clifford doesn’t talk in this movie...
Ima be mad!",en,53
381,381,CLIFFORD THE BIG RED DOG Official  ,I swear watch somebody make like a Dragon tales live-action movie or a Arthur live-action movie.,en,96
382,382,CLIFFORD THE BIG RED DOG Official  ,Doesn’t makes sense when a small dog becomes big naughty red dog,en,64
383,383,CLIFFORD THE BIG RED DOG Official  ,Unbelievable that they're bringing him to life now after a decade of being in the void.,en,87
384,384,CLIFFORD THE BIG RED DOG Official  ,Oh my gosh Clifford I miss my childhood show especially Emily Elizabeth and now they making a live action,en,105
385,385,CLIFFORD THE BIG RED DOG Official  ,"My expectations: They’re going to change something about Emily aren’t they?

Watches the video. :Huh Disney has turned me into nihilist!",en,136
386,386,CLIFFORD THE BIG RED DOG Official  ,"Godzilla called, he wants his dog back.",en,39
387,387,CLIFFORD THE BIG RED DOG Official  ,This seems more logic than the show,en,35
388,388,CLIFFORD THE BIG RED DOG Official  ,John Ritter will be very proud,en,30
389,389,CLIFFORD THE BIG RED DOG Official  ,Even Clifford as a little puppy was cute. But a live action? I’m seeing this,en,76
390,390,CLIFFORD THE BIG RED DOG Official  ,This looks promising,et,20
391,391,CLIFFORD THE BIG RED DOG Official  ,"I respect the idea.
But we learned from the Garfield movies some things shouldn't be made.",en,90
392,392,CLIFFORD THE BIG RED DOG Official  ,In the cartoon Clifford looks very cute 😊 but here Clifford looks literally like he dyed his FURr RED 💖🤣 but I still love it 💪🎉🍿,en,128
393,393,CLIFFORD THE BIG RED DOG Official  ,My childhood. Now we need an Arthur Reboot.,en,43
394,394,CLIFFORD THE BIG RED DOG Official  ,"AWH, MY CHILDHOOD-

I hope this ends up good.",en,45
395,395,CLIFFORD THE BIG RED DOG Official  ,It's like Clifford's puppy Days and Clifford the Big Red dog combined,en,69
396,396,CLIFFORD THE BIG RED DOG Official  ,Oh no! Not another Live Action film of my childhood- Ok.. Ok it actually doesn’t look that bad.,en,95
397,397,CLIFFORD THE BIG RED DOG Official  ,The movie ends with Clifford eating everyone.,en,45
398,398,CLIFFORD THE BIG RED DOG Official  ,Im so glad jack whitehall is being granted this role I would love to see him in more stuff😍❤️👍😉,en,95
399,399,CLIFFORD THE BIG RED DOG Official  ,He looks even better in live action but I'm still confused. Why is Clifford red?,en,80
400,400,THE MANY SAINTS OF NEWARK  ,The hugely anticipated Sopranos prequel story #TheManySaintsOfNewark trailer has finally arrived. Let us know your comments below!,en,130
401,401,THE MANY SAINTS OF NEWARK  ,"Woke up this mornin’, got some gabagool",en,39
402,402,THE MANY SAINTS OF NEWARK  ,Never had the makings of a varsity athlete,en,42
403,403,THE MANY SAINTS OF NEWARK  ,He is wearing a letterman’s jacket but he never had the makings of a varsity athlete. Must be jv,en,96
404,404,THE MANY SAINTS OF NEWARK  ,"Rest in Power, James Gandolfini",de,31
405,405,THE MANY SAINTS OF NEWARK  ,Hopefully Tony’s eating throughout the whole movie,en,50
406,406,THE MANY SAINTS OF NEWARK  ,Holy fuck this looks epic,en,25
407,407,THE MANY SAINTS OF NEWARK  ,"I wish this was a tv series, but damn I’m there",en,47
408,408,THE MANY SAINTS OF NEWARK  ,This actually looks more amazing than what I thought it was going to be.,en,72
409,409,THE MANY SAINTS OF NEWARK  ,"I was like: “how tf they get him to even move his mouth exactly like him when he talks?!” 😳 Michael Gadolfini ✨👏🏼🎯
Rip James Gandolfini we love you! ❤️",en,151
410,410,THE MANY SAINTS OF NEWARK  ,There's a lot tawk about Dickie in this trailer...,en,50
411,411,THE MANY SAINTS OF NEWARK  ,His son in this trailer looks like it'll be a good movie. Brilliant 👏👏,en,70
412,412,THE MANY SAINTS OF NEWARK  ,"Шикарный трейлер, остаётся вопрос только с локализацией.
Господин Гоблин, мы вас ждём)",ru,86
413,413,THE MANY SAINTS OF NEWARK  ,Fuckin finally. Looks great,en,27
414,414,THE MANY SAINTS OF NEWARK  ,"Praying that Richie and Ralphie make appearances. I want to see them in their batshit crazy prime. Also want to see how close Tony was with Tony B.

I'm guessing the movie ends with Tony taking on Christopher as an apprentice",en,225
415,415,THE MANY SAINTS OF NEWARK  ,"I have the feeling the last scene Dicky is talking to Ercole (the old man) in Springfield, could that be?",en,105
416,416,THE MANY SAINTS OF NEWARK  ,That song in the end 😍,en,22
417,417,THE MANY SAINTS OF NEWARK  ,Can't wait to see this!!!!,en,26
418,418,THE MANY SAINTS OF NEWARK  ,"Damn even “Woke Up This Morning” is playing…this shit finna be epic!!! RIP James Gandolfini, Ik this would be a proud moment for him 🙏🏾🙏🏾🙏🏾",en,139
419,419,THE MANY SAINTS OF NEWARK  ,Cant fuckin wait. gonna be epic. The cast...god dam. Pumped!!!,en,62
420,420,THE MANY SAINTS OF NEWARK  ,That song at the end❣️,en,22
421,421,THE MANY SAINTS OF NEWARK  ,THA GABAGOOL KNOWWHATI'MSAYIN'???!!!!!  OOOOOOOOOH!!!!,no,54
422,422,THE MANY SAINTS OF NEWARK  ,Great! I cannot wait 😊😊😊,en,24
423,423,THE MANY SAINTS OF NEWARK  ,Holy shit it’s here!,en,20
424,424,THE MANY SAINTS OF NEWARK  ,Hell yes,tr,8
425,425,THE MANY SAINTS OF NEWARK  ,와 놀랍다!!,ko,7
426,426,THE MANY SAINTS OF NEWARK  ,OH...YOUR GOING TO LOVE THIS MOVIE AND MY KID IN IT OTHERWISE WE'RE GOING TO HAVE SOME PROBLEMS!,en,96
427,427,THE MANY SAINTS OF NEWARK  ,"As someone who never watched Sopranos, I wonder how friendly this will be for the unfamiliar. I'll check it out if I don't have to have seen the show before hand.",en,162
428,428,THE MANY SAINTS OF NEWARK  ,Fall.. 😩. Wanna sleep the whole Summer !,en,40
429,429,THE MANY SAINTS OF NEWARK  ,Weird that this trailer shows everyone but Tony doing cool things.  I hope this movie isn't just him watching the others be badass,en,130
430,430,THE MANY SAINTS OF NEWARK  ,Ooh Vera Farmiga has some HUGE shoes to fill...,en,47
431,431,THE MANY SAINTS OF NEWARK  ,Finally.,en,8
432,432,THE MANY SAINTS OF NEWARK  ,"Like Father,like Son.",de,21
433,433,THE MANY SAINTS OF NEWARK  ,Let’s goooooooo,af,15
434,434,THE MANY SAINTS OF NEWARK  ,Is it fall yet?,en,15
435,435,THE MANY SAINTS OF NEWARK  ,Badda Bing,so,10
436,436,THE MANY SAINTS OF NEWARK  ,Cool?,en,5
437,437,THE MANY SAINTS OF NEWARK  ,completely unnecessary tie in,en,29
438,438,THE CONJURING 3 Official  ,"""The devil made me do it"" Oh crap, this is serious now! 😱😱",en,58
439,439,THE CONJURING 3 Official  ,"God: why did u eat the Apple?
Eve: the devil made me do it",en,58
440,440,THE CONJURING 3 Official  ,"""the Devil made me do it""
Devil: the director made me do it",en,59
441,441,THE CONJURING 3 Official  ,Everybody gangsta till credits say Based on a true story,en,56
442,442,THE CONJURING 3 Official  ,How many of you are eager to watch part 3?,en,42
443,443,THE CONJURING 3 Official  ,All I can think about throughout these movies is how strong their marriage must have been. To go through all this evil shit and still come out on the other side together is really inspiring.,en,190
444,444,THE CONJURING 3 Official  ,Almost 95% of audiences are surprised by a sudden trailer out of nowhere,en,72
445,445,THE CONJURING 3 Official  ,Idk why but I feel that it would be cool if the conjuring was a television series and it just goes through all the cases that Ed and Lorraine went through.,en,155
446,446,THE CONJURING 3 Official  ,"Actually the text"" Based on true events "" is more fearfull than the incidents😕",en,78
447,447,THE CONJURING 3 Official  ,"""The devil made me do it "" 
* Lucifer * - Why the heck would I ?",en,64
448,448,THE CONJURING 3 Official  ,"""Being Brave doesn't mean you are not scared, its means you're scared but you hang in there"".",en,93
449,449,THE CONJURING 3 Official  ,Everyone's gangsta til Lorraine says something terrible happened here.,en,70
450,450,THE CONJURING 3 Official  ,"Conjuring 1: she made me do it.
Conjuring 2: he made me do it.
Conjuring 3 : Devil mad me do it.
Conjuring 4: I did it, no1 believes me.",en,136
451,451,THE CONJURING 3 Official  ,“let’s just say the devil made me do it” - abby lee miller,fr,58
452,452,THE CONJURING 3 Official  ,"Everybody gangsta until Lorraine starts yelling ""Ed!""",en,53
453,453,THE CONJURING 3 Official  ,"""I think I hurt someone...""
Me: ""No, I think you're stupid.""",en,60
454,454,THE CONJURING 3 Official  ,The trailer should’ve ended right when the devil grabbed her foot.🤦🏻‍♂️,en,71
455,455,THE CONJURING 3 Official  ,"The previous ones were better. As a big horror fan, this wasn't scary at all... as a movie it was alright. 6/10",en,111
456,456,THE CONJURING 3 Official  ,"""Why did you eat the chocolate""
Dog: the devil made me do it
Owner:",en,67
457,457,THE CONJURING 3 Official  ,"Lorraine: Something terrible happened here.
Jazz music stops",en,60
458,458,THE CONJURING 3 Official  ,"My friend :  What is the scariest part in conjuring movies? 
Me : ""Based on true story""  is the scariest part😅",en,110
459,459,THE CONJURING 3 Official  ,"Murderer: kills someone
Ed and Lorraine: Yeah, but he was possessed
Court: Understandable, you're free to go",en,108
460,460,THE CONJURING 3 Official  ,Honestly I thought it was an amazing movie but it was not as scary as The Conjuring 1 or 2,en,90
461,461,THE CONJURING 3 Official  ,"God: why did you eat the chocolate?
dog: the devil made me do it",en,64
462,462,THE CONJURING 3 Official  ,Me-washing my face in bathroom suddenly remember this and immediately open my eyes :”),en,86
463,463,THE CONJURING 3 Official  ,- Scare twerking -,af,18
464,464,THE CONJURING 3 Official  ,"I really liked this movie, from its beginning to the end,

the scenes effects worthy of applause, it was a long time not seen an intense horror film !!  thank you that they released this movie on the big screen (cinema), to give a break to the paranormal horror genre. acceptable film at conjuring height 1

   I recommend that you go see her to the movies",en,356
465,465,THE CONJURING 3 Official  ,"The Conjuring 1: She Made Me Do It
The Conjuring 3: The Devil Made Me Do It",en,75
466,466,THE CONJURING 3 Official  ,"I saw this film at the cinema, absolutely incredible, would recommend to anyone.",en,80
467,467,THE CONJURING 3 Official  ,"I really loved the movie! Don’t listen to the negative comments. It’s definitely a unique film compared to the first two, but it still stays fresh and intriguing. The case and storyline is different from the first two and it takes us on Ed and Lorraine’s most complex, most dangerous, and sinister case yet. It still has those familiar Conjuring vibes that we all love, Patrick Wilson and Vera Farmiga were absolutely phenomenal yet again, there’s plenty of scares and creepy scenes, it’s very atmospheric, and has the darkest villain yet (The Occultist). The film takes us to places we haven’t been before and delves into Satanic Worship, curses, murder, witchcraft, and the dark side of spirituality. Lorraine’s clairvoyance is explored more than ever, the murder case of Arne Cheyenne Johnson is very interesting, and there’s lots of heartfelt and touching moments. Especially between Ed and Lorraine. I loved the flashback scenes of when they were young and this film shows how they first met. Lots of suspenseful moments, the characters are interesting, and the tone of good overcoming evil is very powerful. The film’s true crime/supernatural plot is a very unique mix. I highly recommend it, especially for fans of The Conjuring Universe! ♥️",en,1248
468,468,THE CONJURING 3 Official  ,I don’t know if have the courage to watch this one,en,50
469,469,THE CONJURING 3 Official  ,warner should make/produce a movie about Lorraine and Ed's love story. I'm so done screaming and almost shitting my pants everytime i watch their horror love affair with demons.,en,177
470,470,THE CONJURING 3 Official  ,I feel like this trilogy has enough lore and especially with lorraine’s powers that it’s less of a horror now and more of a mystery/thriller,en,140
471,471,THE CONJURING 3 Official  ,"I just watched it last night, it was one hell of a ride!!!! Watch it y’all!",en,75
472,472,THE CONJURING 3 Official  ,The greatest devil is man himself.,en,34
